品名,最低价,平均价,最高价,规格,单位,发布日期
甜王（境外）,1.20,1.50,1.80,普通,斤,2014-05-06
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-06
京欣西瓜,1.60,1.80,2.00,普通,斤,2014-05-06
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-06
云南麒麟西瓜,2.00,2.25,2.50,普通,斤,2014-05-06
无籽小号-大号,2.10,2.20,2.30,普通,斤,2014-05-06
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-06
布朗,7.50,8.25,9.00,普通,斤,2014-05-06
李子（幸运）,8.00,9.00,10.00,普通,斤,2014-05-06
猕猴桃（海沃德）,5.20,5.35,5.50,普通,斤,2014-05-06
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-06
蟠桃,11.00,12.50,14.00,普通,斤,2014-05-06
油桃,3.50,6.00,8.50,普通,斤,2014-05-06
芦柑,0.80,1.50,2.20,普通,斤,2014-05-06
鄂、湘、川脐橙,1.70,2.75,3.80,普通,斤,2014-05-06
丑柑（青见）,2.50,2.85,3.20,普通,斤,2014-05-06
丑柑（不知火）,5.00,6.50,8.00,普通,斤,2014-05-06
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-06
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-06
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-06
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-06
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-06
山楂,1.50,2.50,3.50,普通,斤,2014-05-06
桑葚,7.50,7.55,7.60,普通,斤,2014-05-06
杨莓,10.00,10.00,10.00,普通,斤,2014-05-06
柠檬,9.00,9.50,10.00,普通,斤,2014-05-06
木瓜,6.00,6.25,6.50,普通,斤,2014-05-06
2号6号草莓,3.50,4.25,5.00,普通,斤,2014-05-06
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-06
椰青,0.70,0.75,0.80,普通,斤,2014-05-06
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-06
箱装菠萝,1.60,1.80,2.00,普通,斤,2014-05-06
先锋樱桃,20.00,0.00,35.00,普通,斤,2014-05-07
美早,30.00,0.00,55.00,普通,斤,2014-05-07
早大果,16.00,0.00,17.00,普通,斤,2014-05-07
红灯,15.00,0.00,32.00,普通,斤,2014-05-07
妃子笑,13.00,14.00,15.00,普通,斤,2014-05-07
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-07
熟台农小芒果,4.00,4.75,5.50,普通,斤,2014-05-07
生台农大芒果,5.00,6.00,7.00,普通,斤,2014-05-07
生台农小芒果,3.50,4.25,5.00,普通,斤,2014-05-07
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-07
乒乓球葡萄,11.00,13.00,15.00,普通,斤,2014-05-07
黑提葡萄（夏黑）,14.00,14.50,15.00,普通,斤,2014-05-07
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-07
国光,1.70,1.95,2.20,普通,斤,2014-05-07
富士（膜袋Φ75-85）,1.80,2.15,2.50,普通,斤,2014-05-07
富士（纸袋Φ70<85）苹果,2.50,3.35,4.20,普通,斤,2014-05-07
208甜瓜,2.70,2.75,2.80,普通,斤,2014-05-07
翠宝甜瓜,3.50,4.25,5.00,普通,斤,2014-05-07
东方蜜甜瓜,5.00,5.50,6.00,普通,斤,2014-05-07
冰糖籽,2.50,2.70,2.90,普通,斤,2014-05-07
甜宝,3.00,3.50,4.00,普通,斤,2014-05-07
西州蜜,3.30,3.50,3.70,普通,斤,2014-05-07
久红瑞,3.00,3.30,3.60,普通,斤,2014-05-07
花蕾甜瓜,3.50,3.55,3.60,普通,斤,2014-05-07
羊角蜜,3.00,3.90,4.80,普通,斤,2014-05-07
翠梨甜瓜,3.60,3.80,4.00,普通,斤,2014-05-07
长香玉,2.60,3.00,3.40,普通,斤,2014-05-07
丰雷,1.50,1.60,1.70,普通,斤,2014-05-07
丰甜,1.50,1.60,1.70,普通,斤,2014-05-07
沙白,2.30,3.10,3.90,普通,斤,2014-05-07
京甜5号甜瓜,2.50,2.75,3.00,普通,斤,2014-05-07
绿宝甜瓜,3.00,3.25,3.50,普通,斤,2014-05-07
黄金瓜,1.60,1.65,1.70,普通,斤,2014-05-07
白兰甜瓜,1.50,1.60,1.70,普通,斤,2014-05-07
哈密瓜,2.40,2.50,2.60,普通,斤,2014-05-07
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-07
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-07
菲律宾香蕉,5.20,5.30,5.40,普通,斤,2014-05-07
国产香蕉,3.10,3.30,3.50,普通,斤,2014-05-07
甜王（境外）,1.20,1.50,1.80,普通,斤,2014-05-07
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-07
京欣西瓜,1.60,1.80,2.00,普通,斤,2014-05-07
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-07
云南麒麟西瓜,2.00,2.25,2.50,普通,斤,2014-05-07
无籽小号-大号,2.10,2.20,2.30,普通,斤,2014-05-07
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-07
布朗,7.50,8.25,9.00,普通,斤,2014-05-07
李子（幸运）,6.00,8.00,10.00,普通,斤,2014-05-07
猕猴桃（海沃德）,5.20,5.35,5.50,普通,斤,2014-05-07
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-07
蟠桃,10.00,10.50,11.00,普通,斤,2014-05-07
油桃,3.50,6.00,8.50,普通,斤,2014-05-07
芦柑,0.80,1.50,2.20,普通,斤,2014-05-07
鄂、湘、川脐橙,1.70,2.75,3.80,普通,斤,2014-05-07
丑柑（青见）,2.50,2.85,3.20,普通,斤,2014-05-07
丑柑（不知火）,5.00,6.50,8.00,普通,斤,2014-05-07
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-07
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-07
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-07
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-07
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-07
山楂,1.50,2.50,3.50,普通,斤,2014-05-07
桑葚,7.50,7.55,7.60,普通,斤,2014-05-07
杨莓,10.00,10.00,10.00,普通,斤,2014-05-07
柠檬,12.00,12.50,13.00,普通,斤,2014-05-07
木瓜,5.80,5.90,6.00,普通,斤,2014-05-07
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-07
椰青,0.70,0.75,0.80,普通,斤,2014-05-07
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-07
箱装菠萝,1.60,1.70,1.80,普通,斤,2014-05-07
美早,30.00,40.00,50.00,普通,斤,2014-05-08
早大果,10.00,12.50,15.00,普通,斤,2014-05-08
红灯,15.00,16.50,18.00,普通,斤,2014-05-08
妃子笑,14.00,15.00,16.00,普通,斤,2014-05-08
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-08
熟台农小芒果,4.00,4.75,5.50,普通,斤,2014-05-08
生台农大芒果,5.00,6.25,7.50,普通,斤,2014-05-08
生台农小芒果,3.50,4.25,5.00,普通,斤,2014-05-08
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-08
红无核葡萄,8.00,8.50,9.00,普通,斤,2014-05-08
乒乓球葡萄,11.00,13.00,15.00,普通,斤,2014-05-08
黑提葡萄（夏黑）,13.00,14.00,15.00,普通,斤,2014-05-08
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-08
国光,1.70,1.95,2.20,普通,斤,2014-05-08
富士（膜袋Φ75-85）,1.80,2.15,2.50,普通,斤,2014-05-08
富士（纸袋Φ70<85）苹果,2.50,3.35,4.20,普通,斤,2014-05-08
208甜瓜,2.50,2.55,2.60,普通,斤,2014-05-08
翠宝甜瓜,3.00,3.50,4.00,普通,斤,2014-05-08
东方蜜甜瓜,5.00,5.50,6.00,普通,斤,2014-05-08
冰糖籽,2.50,2.70,2.90,普通,斤,2014-05-08
甜宝,3.00,3.50,4.00,普通,斤,2014-05-08
西州蜜,3.30,3.50,3.70,普通,斤,2014-05-08
久红瑞,3.00,3.30,3.60,普通,斤,2014-05-08
花蕾甜瓜,3.50,3.55,3.60,普通,斤,2014-05-08
羊角蜜,3.00,3.90,4.80,普通,斤,2014-05-08
翠梨甜瓜,3.60,3.80,4.00,普通,斤,2014-05-08
长香玉,2.60,3.00,3.40,普通,斤,2014-05-08
丰雷,1.50,1.60,1.70,普通,斤,2014-05-08
丰甜,1.50,1.60,1.70,普通,斤,2014-05-08
沙白,2.30,3.10,3.90,普通,斤,2014-05-08
京甜5号甜瓜,2.50,2.75,3.00,普通,斤,2014-05-08
绿宝甜瓜,3.00,3.25,3.50,普通,斤,2014-05-08
黄金瓜,1.60,1.65,1.70,普通,斤,2014-05-08
白兰甜瓜,1.50,1.60,1.70,普通,斤,2014-05-08
哈密瓜,2.40,2.50,2.60,普通,斤,2014-05-08
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-08
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-08
菲律宾香蕉,5.20,5.30,5.40,普通,斤,2014-05-08
国产香蕉,2.90,3.20,3.50,普通,斤,2014-05-08
甜王（境外）,1.20,1.50,1.80,普通,斤,2014-05-08
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-08
京欣西瓜,1.60,1.80,2.00,普通,斤,2014-05-08
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-08
云南麒麟西瓜,2.00,2.25,2.50,普通,斤,2014-05-08
无籽小号-大号,2.10,2.20,2.30,普通,斤,2014-05-08
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-08
布朗,7.50,8.25,9.00,普通,斤,2014-05-08
李子（幸运）,6.00,8.00,10.00,普通,斤,2014-05-08
猕猴桃（海沃德）,5.50,5.75,6.00,普通,斤,2014-05-08
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-08
蟠桃,10.00,10.50,11.00,普通,斤,2014-05-08
油桃,3.50,6.00,8.50,普通,斤,2014-05-08
芦柑,0.80,1.50,2.20,普通,斤,2014-05-08
鄂、湘、川脐橙,1.70,2.75,3.80,普通,斤,2014-05-08
丑柑（青见）,2.50,2.85,3.20,普通,斤,2014-05-08
丑柑（不知火）,5.00,6.50,8.00,普通,斤,2014-05-08
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-08
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-08
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-08
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-08
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-08
山楂,1.50,2.50,3.50,普通,斤,2014-05-08
桑葚,7.50,7.55,7.60,普通,斤,2014-05-08
杨莓,9.30,9.35,9.40,普通,斤,2014-05-08
柠檬,12.00,12.50,13.00,普通,斤,2014-05-08
木瓜,5.80,5.90,6.00,普通,斤,2014-05-08
2号6号草莓,3.00,4.00,5.00,普通,斤,2014-05-08
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-08
椰青,0.70,0.75,0.80,普通,斤,2014-05-08
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-08
箱装菠萝,1.60,1.70,1.80,普通,斤,2014-05-08
美早,30.00,40.00,50.00,普通,斤,2014-05-09
早大果,10.00,11.50,13.00,普通,斤,2014-05-09
红灯,15.00,16.50,18.00,普通,斤,2014-05-09
妃子笑,15.00,15.50,16.00,普通,斤,2014-05-09
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-09
熟台农小芒果,4.00,4.75,5.50,普通,斤,2014-05-09
生台农大芒果,5.00,6.25,7.50,普通,斤,2014-05-09
生台农小芒果,3.50,4.25,5.00,普通,斤,2014-05-09
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-09
红无核葡萄,8.00,8.50,9.00,普通,斤,2014-05-09
乒乓球葡萄,11.00,13.50,16.00,普通,斤,2014-05-09
黑提葡萄（夏黑）,13.00,14.00,15.00,普通,斤,2014-05-09
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-09
黄元帅,3.00,3.25,3.50,普通,斤,2014-05-09
富士（膜袋Φ75-85）,2.40,2.50,2.60,普通,斤,2014-05-09
富士（纸袋Φ70<85）苹果,2.50,3.50,4.50,普通,斤,2014-05-09
208甜瓜,2.50,2.55,2.60,普通,斤,2014-05-09
翠宝甜瓜,3.00,3.50,4.00,普通,斤,2014-05-09
东方蜜甜瓜,5.00,5.50,6.00,普通,斤,2014-05-09
冰糖籽,2.50,2.70,2.90,普通,斤,2014-05-09
甜宝,3.00,3.50,4.00,普通,斤,2014-05-09
西州蜜,3.30,3.50,3.70,普通,斤,2014-05-09
金红宝,3.00,3.00,3.00,普通,斤,2014-05-09
久红瑞,2.20,2.60,3.00,普通,斤,2014-05-09
花蕾甜瓜,2.80,2.90,3.00,普通,斤,2014-05-09
羊角蜜,3.00,3.75,4.50,普通,斤,2014-05-09
翠梨甜瓜,3.50,3.65,3.80,普通,斤,2014-05-09
长香玉,2.60,3.00,3.40,普通,斤,2014-05-09
丰雷,1.40,1.45,1.50,普通,斤,2014-05-09
丰甜,1.40,1.45,1.50,普通,斤,2014-05-09
沙白,2.50,3.20,3.90,普通,斤,2014-05-09
京甜5号甜瓜,2.60,2.70,2.80,普通,斤,2014-05-09
绿宝甜瓜,3.00,3.25,3.50,普通,斤,2014-05-09
黄金瓜,1.60,1.90,2.20,普通,斤,2014-05-09
白兰甜瓜,1.20,1.30,1.40,普通,斤,2014-05-09
哈密瓜,2.40,2.50,2.60,普通,斤,2014-05-09
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-09
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-09
菲律宾香蕉,5.20,5.30,5.40,普通,斤,2014-05-09
国产香蕉,2.90,3.20,3.50,普通,斤,2014-05-09
甜王（境外）,1.20,1.40,1.60,普通,斤,2014-05-09
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-09
京欣西瓜,1.30,1.55,1.80,普通,斤,2014-05-09
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-09
云南麒麟西瓜,1.70,2.00,2.30,普通,斤,2014-05-09
无籽小号-大号,1.70,1.85,2.00,普通,斤,2014-05-09
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-09
布朗,7.50,8.25,9.00,普通,斤,2014-05-09
李子（幸运）,6.00,8.00,10.00,普通,斤,2014-05-09
猕猴桃（海沃德）,5.50,5.75,6.00,普通,斤,2014-05-09
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-09
蟠桃,10.00,10.50,11.00,普通,斤,2014-05-09
油桃,3.50,6.00,8.50,普通,斤,2014-05-09
芦柑,0.80,1.50,2.20,普通,斤,2014-05-09
鄂、湘、川脐橙,1.70,2.75,3.80,普通,斤,2014-05-09
丑柑（青见）,2.50,2.85,3.20,普通,斤,2014-05-09
丑柑（不知火）,5.00,6.50,8.00,普通,斤,2014-05-09
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-09
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-09
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-09
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-09
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-09
山楂,1.50,2.50,3.50,普通,斤,2014-05-09
桑葚,7.70,7.75,7.80,普通,斤,2014-05-09
杨莓,9.30,9.35,9.40,普通,斤,2014-05-09
柠檬,12.00,12.50,13.00,普通,斤,2014-05-09
木瓜,5.80,5.90,6.00,普通,斤,2014-05-09
2号6号草莓,3.00,4.00,5.00,普通,斤,2014-05-09
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-09
椰青,0.70,0.75,0.80,普通,斤,2014-05-09
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-09
箱装菠萝,1.60,1.70,1.80,普通,斤,2014-05-09
美早,30.00,40.00,50.00,普通,斤,2014-05-10
早大果,10.00,11.50,13.00,普通,斤,2014-05-10
红灯,15.00,16.50,18.00,普通,斤,2014-05-10
妃子笑,15.00,15.50,16.00,普通,斤,2014-05-10
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-10
熟台农小芒果,4.00,4.75,5.50,普通,斤,2014-05-10
生台农大芒果,5.00,6.25,7.50,普通,斤,2014-05-10
生台农小芒果,3.50,4.25,5.00,普通,斤,2014-05-10
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-10
红无核葡萄,8.00,8.50,9.00,普通,斤,2014-05-10
乒乓球葡萄,11.00,13.50,16.00,普通,斤,2014-05-10
黑提葡萄（夏黑）,13.00,14.00,15.00,普通,斤,2014-05-10
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-10
黄元帅,3.00,3.25,3.50,普通,斤,2014-05-10
富士（膜袋Φ75-85）,2.40,2.50,2.60,普通,斤,2014-05-10
富士（纸袋Φ70<85）苹果,2.50,3.50,4.50,普通,斤,2014-05-10
208甜瓜,2.50,2.55,2.60,普通,斤,2014-05-10
翠宝甜瓜,3.00,3.50,4.00,普通,斤,2014-05-10
东方蜜甜瓜,5.00,5.50,6.00,普通,斤,2014-05-10
冰糖籽,2.50,2.70,2.90,普通,斤,2014-05-10
甜宝,3.00,3.50,4.00,普通,斤,2014-05-10
西州蜜,3.30,3.50,3.70,普通,斤,2014-05-10
金红宝,3.00,3.00,3.00,普通,斤,2014-05-10
久红瑞,2.20,2.60,3.00,普通,斤,2014-05-10
花蕾甜瓜,2.80,2.90,3.00,普通,斤,2014-05-10
羊角蜜,3.00,3.75,4.50,普通,斤,2014-05-10
翠梨甜瓜,3.50,3.65,3.80,普通,斤,2014-05-10
长香玉,2.60,3.00,3.40,普通,斤,2014-05-10
丰雷,1.40,1.45,1.50,普通,斤,2014-05-10
丰甜,1.40,1.45,1.50,普通,斤,2014-05-10
沙白,2.50,3.20,3.90,普通,斤,2014-05-10
京甜5号甜瓜,2.60,2.70,2.80,普通,斤,2014-05-10
绿宝甜瓜,3.00,3.25,3.50,普通,斤,2014-05-10
黄金瓜,1.60,1.90,2.20,普通,斤,2014-05-10
白兰甜瓜,1.20,1.30,1.40,普通,斤,2014-05-10
哈密瓜,2.40,2.50,2.60,普通,斤,2014-05-10
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-10
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-10
菲律宾香蕉,5.20,5.30,5.40,普通,斤,2014-05-10
国产香蕉,2.90,3.20,3.50,普通,斤,2014-05-10
甜王（境外）,1.20,1.40,1.60,普通,斤,2014-05-10
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-10
京欣西瓜,1.30,1.55,1.80,普通,斤,2014-05-10
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-10
云南麒麟西瓜,1.70,2.00,2.30,普通,斤,2014-05-10
无籽小号-大号,1.70,1.85,2.00,普通,斤,2014-05-10
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-10
布朗,7.50,8.25,9.00,普通,斤,2014-05-10
李子（幸运）,6.00,8.00,10.00,普通,斤,2014-05-10
猕猴桃（海沃德）,5.50,5.75,6.00,普通,斤,2014-05-10
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-10
蟠桃,10.00,10.50,11.00,普通,斤,2014-05-10
油桃,3.50,6.00,8.50,普通,斤,2014-05-10
芦柑,0.80,1.50,2.20,普通,斤,2014-05-10
鄂、湘、川脐橙,1.70,2.75,3.80,普通,斤,2014-05-10
丑柑（青见）,2.50,2.85,3.20,普通,斤,2014-05-10
丑柑（不知火）,5.00,6.50,8.00,普通,斤,2014-05-10
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-10
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-10
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-10
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-10
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-10
山楂,1.50,2.50,3.50,普通,斤,2014-05-10
桑葚,7.70,7.75,7.80,普通,斤,2014-05-10
杨莓,9.30,9.35,9.40,普通,斤,2014-05-10
柠檬,12.00,12.50,13.00,普通,斤,2014-05-10
木瓜,5.80,5.90,6.00,普通,斤,2014-05-10
2号6号草莓,3.00,4.00,5.00,普通,斤,2014-05-10
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-10
椰青,0.70,0.75,0.80,普通,斤,2014-05-10
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-10
箱装菠萝,1.60,1.70,1.80,普通,斤,2014-05-10
云南麒麟西瓜,1.70,2.00,2.30,普通,斤,2014-05-11
无籽小号-大号,1.70,1.75,1.80,普通,斤,2014-05-11
黄杏(金太阳）,7.00,8.00,9.00,普通,斤,2014-05-11
布朗,7.50,8.25,9.00,普通,斤,2014-05-11
李子（幸运）,6.00,8.00,10.00,普通,斤,2014-05-11
猕猴桃（海沃德）,5.50,5.75,6.00,普通,斤,2014-05-11
大毛桃,5.00,9.00,13.00,普通,斤,2014-05-11
蟠桃,10.00,10.50,11.00,普通,斤,2014-05-11
油桃,3.50,6.00,8.50,普通,斤,2014-05-11
夏橙,1.80,2.30,2.80,普通,斤,2014-05-11
芦柑,0.80,1.50,2.20,普通,斤,2014-05-11
鄂、湘、川脐橙,2.50,3.35,4.20,普通,斤,2014-05-11
丑柑（不知火）,6.00,7.00,8.00,普通,斤,2014-05-11
库尔勒香梨,4.20,5.10,6.00,普通,斤,2014-05-11
丰水梨,3.30,3.30,3.30,普通,斤,2014-05-11
皇冠梨,3.20,3.25,3.30,普通,斤,2014-05-11
雪花梨,2.50,2.55,2.60,普通,斤,2014-05-11
鸭梨,2.50,2.60,2.70,普通,斤,2014-05-11
山楂,1.50,2.50,3.50,普通,斤,2014-05-11
桑葚,7.70,7.75,7.80,普通,斤,2014-05-11
杨莓,6.80,6.85,6.90,普通,斤,2014-05-11
柠檬,12.00,12.50,13.00,普通,斤,2014-05-11
木瓜,5.80,5.90,6.00,普通,斤,2014-05-11
2号6号草莓,3.00,4.00,5.00,普通,斤,2014-05-11
甜宝(奶油)草莓,6.00,8.00,10.00,普通,斤,2014-05-11
椰青,0.70,0.75,0.80,普通,斤,2014-05-11
枇杷果（福建）,5.00,6.00,7.00,普通,斤,2014-05-11
箱装菠萝,1.60,1.80,2.00,普通,斤,2014-05-11
美早,30.00,40.00,50.00,普通,斤,2014-05-11
早大果,10.00,12.50,15.00,普通,斤,2014-05-11
红灯,15.00,16.50,18.00,普通,斤,2014-05-11
妃子笑,9.00,12.00,15.00,普通,斤,2014-05-11
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-11
熟台农小芒果,4.00,4.75,5.50,普通,斤,2014-05-11
生台农大芒果,5.00,6.25,7.50,普通,斤,2014-05-11
生台农小芒果,3.50,4.25,5.00,普通,斤,2014-05-11
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-11
红无核葡萄,8.00,8.50,9.00,普通,斤,2014-05-11
乒乓球葡萄,11.00,13.50,16.00,普通,斤,2014-05-11
黑提葡萄（夏黑）,12.00,13.00,14.00,普通,斤,2014-05-11
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-11
黄元帅,3.00,3.25,3.50,普通,斤,2014-05-11
富士（膜袋Φ75-85）,2.40,2.50,2.60,普通,斤,2014-05-11
富士（纸袋Φ70<85）苹果,2.50,3.50,4.50,普通,斤,2014-05-11
208甜瓜,2.50,2.55,2.60,普通,斤,2014-05-11
翠宝甜瓜,3.00,3.40,3.80,普通,斤,2014-05-11
东方蜜甜瓜,5.00,5.00,5.00,普通,斤,2014-05-11
冰糖籽,2.40,2.50,2.60,普通,斤,2014-05-11
甜宝,3.00,3.50,4.00,普通,斤,2014-05-11
西州蜜,3.30,3.50,3.70,普通,斤,2014-05-11
金红宝,3.00,3.00,3.00,普通,斤,2014-05-11
久红瑞,2.20,2.60,3.00,普通,斤,2014-05-11
花蕾甜瓜,2.80,2.85,2.90,普通,斤,2014-05-11
羊角蜜,2.50,3.00,3.50,普通,斤,2014-05-11
翠梨甜瓜,3.50,3.65,3.80,普通,斤,2014-05-11
长香玉,2.60,3.00,3.40,普通,斤,2014-05-11
丰雷,1.40,1.45,1.50,普通,斤,2014-05-11
丰甜,1.40,1.45,1.50,普通,斤,2014-05-11
沙白,2.50,3.20,3.90,普通,斤,2014-05-11
京甜5号甜瓜,2.60,2.70,2.80,普通,斤,2014-05-11
绿宝甜瓜,2.50,2.85,3.20,普通,斤,2014-05-11
黄金瓜,1.60,1.90,2.20,普通,斤,2014-05-11
白兰甜瓜,1.20,1.30,1.40,普通,斤,2014-05-11
哈密瓜,2.40,2.50,2.60,普通,斤,2014-05-11
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-11
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-11
菲律宾香蕉,5.20,5.30,5.40,普通,斤,2014-05-11
国产香蕉,2.90,3.20,3.50,普通,斤,2014-05-11
甜王（境外）,1.20,1.40,1.60,普通,斤,2014-05-11
云南甜王,1.20,1.35,1.50,普通,斤,2014-05-11
京欣西瓜,1.30,1.45,1.60,普通,斤,2014-05-11
红玉/600,1.60,1.70,1.80,普通,斤,2014-05-11
美早,30.00,37.50,45.00,普通,斤,2014-05-12
早大果,10.00,12.50,15.00,普通,斤,2014-05-12
红灯,15.00,16.50,18.00,普通,斤,2014-05-12
妃子笑,8.00,10.50,13.00,普通,斤,2014-05-12
熟台农大芒果,6.00,7.00,8.00,普通,斤,2014-05-12
熟台农小芒果,3.50,4.50,5.50,普通,斤,2014-05-12
生台农大芒果,4.50,6.00,7.50,普通,斤,2014-05-12
生台农小芒果,3.00,3.75,4.50,普通,斤,2014-05-12
维多利亚葡萄,10.00,11.00,12.00,普通,斤,2014-05-12
红无核葡萄,8.00,8.50,9.00,普通,斤,2014-05-12
乒乓球葡萄,11.00,13.50,16.00,普通,斤,2014-05-12
黑提葡萄（夏黑）,11.00,12.00,13.00,普通,斤,2014-05-12
巨峰葡萄,12.00,13.50,15.00,普通,斤,2014-05-12
黄元帅,3.00,3.25,3.50,普通,斤,2014-05-12
富士（膜袋Φ75-85）,2.40,2.50,2.60,普通,斤,2014-05-12
富士（纸袋Φ70<85）苹果,2.50,3.50,4.50,普通,斤,2014-05-12
208甜瓜,2.30,2.45,2.60,普通,斤,2014-05-12
翠宝甜瓜,3.00,3.40,3.80,普通,斤,2014-05-12
冰糖籽,2.40,2.45,2.50,普通,斤,2014-05-12
甜宝,4.00,4.25,4.50,普通,斤,2014-05-12
西州蜜,2.40,2.60,2.80,普通,斤,2014-05-12
金红宝,3.00,3.00,3.00,普通,斤,2014-05-12
久红瑞,2.20,2.60,3.00,普通,斤,2014-05-12
花蕾甜瓜,2.80,2.85,2.90,普通,斤,2014-05-12
羊角蜜,2.50,3.00,3.50,普通,斤,2014-05-12
翠梨甜瓜,3.50,3.65,3.80,普通,斤,2014-05-12
长香玉,2.20,2.30,2.40,普通,斤,2014-05-12
丰雷,1.40,1.45,1.50,普通,斤,2014-05-12
丰甜,1.40,1.45,1.50,普通,斤,2014-05-12
沙白,2.50,3.20,3.90,普通,斤,2014-05-12
京甜5号甜瓜,2.60,2.70,2.80,普通,斤,2014-05-12
绿宝甜瓜,2.50,2.85,3.20,普通,斤,2014-05-12
黄金瓜,1.60,1.90,2.20,普通,斤,2014-05-12
白兰甜瓜,1.20,1.30,1.40,普通,斤,2014-05-12
哈密瓜,1.70,1.75,1.80,普通,斤,2014-05-12
国产皇帝香蕉,6.70,7.10,7.50,普通,斤,2014-05-12
泰国香蕉,10.00,10.20,10.40,普通,斤,2014-05-12
